gene_symbol,Nucks1
pvalue,0.7398141
gene_accession_id,MGI:1934811
parameter_name,Heart weight
analysis_id,94g9whujjh1fpa7
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_id,HMGULA_HWT_008_001
