gene_symbol,Jun
mouse_strain,C57BL
pvalue,0.9661978
parameter_id,MGP_MLN_001_001
gene_accession_id,MGI:96646
parameter_name,Total T cells - % of CD45+
mouse_life_stage,E9.5
analysis_id,902hz7653mpa257
