parameter_name,Prepulse inhibition - PP2
analysis_id,myx8728693789o6
mouse_strain,C52BL
gene_accession_id,MGI:1920638
pvalue,0.3368353
mouse_life_stage,Early adult
parameter_id,ESLIM_011_001_702
gene_symbol,Bpifa3
