parameter_name,Startle response
pvalue,0.5624438
gene_symbol,Trp53i11
mouse_strain,C57BL
parameter_id,IMPC_CSD_036_001
analysis_id,y386xtmg8h7fmvo
gene_accession_id,MGI:2670995
mouse_life_stage,Early adult
