parameter_id,IMPC_IMM_055_001
gene_symbol,Ufc1
parameter_name,NK Subsets (Q2)
gene_accession_id,MGI:1913405
mouse_strain,C57BL
analysis_id,x74mjj8qh566gjs
pvalue,0.9933099
mouse_life_stage,Early adult
