parameter_id,IMPC_ECG_003_001
pvalue,0.5097714
parameter_name,CV
analysis_id,mhv098q3kqw1453
gene_symbol,Abitram
mouse_strain,C52BL
gene_accession_id,MGI:2677850
mouse_life_stage,Early adult
