gene_symbol,Extl1
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.2600138
gene_accession_id,MGI:1888742
parameter_id,MGP_PBI_018_001
analysis_id,5gzz615kfnvh8o6
parameter_name,Ly6Clow monocyte percentage
