parameter_id,MGP_CSD_064_001
analysis_id,9l7l94g848m5133
parameter_name,Head morphology
gene_symbol,Sgip1
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.157468
gene_accession_id,MGI:1920344
