gene_symbol,Wars2
gene_accession_id,MGI:1917810
pvalue,0.8410288
mouse_life_stage,E9.5
parameter_id,ESLIM_001_001_117
mouse_strain,C57BL
parameter_name,eye size
analysis_id,4j03l8225b1m7y1
