parameter_id,HMGULA_CBC_005_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1309468
analysis_id,8c359lb0n3i38h0
gene_symbol,Casq1
pvalue,0.1288265
parameter_name,Creatinine
