parameter_id,IMPC_DXA_003_001
analysis_id,w9816tk98m23915
gene_symbol,Alkbh3
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1916363
parameter_name,Lean mass
pvalue,0.8452168
