parameter_id,HRWLLA_OFD_010_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1913284
analysis_id,i020e2925916529
pvalue,0.9662483
mouse_strain,C57BL
gene_symbol,Psmd14
parameter_name,Periphery distance travelled
