gene_symbol,Arpc2
pvalue,0.9512903
parameter_name,Urea (Blood Urea Nitrogen - BUN)
mouse_life_stage,Early adult
analysis_id,337s4064dp1pg49
mouse_strain,129SV
parameter_id,IMPC_CBC_004_001
gene_accession_id,MGI:1923959
