gene_symbol,Lpgat1
mouse_strain,C57BL
parameter_id,TCPLA_CSD_030_001
pvalue,0.4191932
mouse_life_stage,Middle aged adult
analysis_id,kyv3gn0xp4tn0c0
gene_accession_id,MGI:2446186
parameter_name,Tremor
