gene_symbol,Sass6
mouse_strain,C57BL
gene_accession_id,MGI:1920026
parameter_name,DN CD44+CD62L- NKT cells
pvalue,0.05790861
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_046_001
analysis_id,3c215nud60dd794
