gene_symbol,Cntfr
mouse_life_stage,Early adult
analysis_id,1z13b58m407v19r
parameter_name,Cornea vascularisation
gene_accession_id,MGI:99605
parameter_id,ESLIM_014_001_008
pvalue,0.0554982
mouse_strain,C57BL
