gene_symbol,Bach2
pvalue,0.3393412
parameter_id,IMPC_CSD_047_001
mouse_life_stage,Early adult
analysis_id,3m1gw0bls3k2o0g
gene_accession_id,MGI:894679
parameter_name,Hindlimb digit - size
mouse_strain,C57BL
