parameter_id,IMPC_CSD_047_001
gene_accession_id,MGI:87968
gene_symbol,Ahcy
mouse_life_stage,E9.5
mouse_strain,C57BL
pvalue,0.06745267
analysis_id,998v9r6m4jub3lj
parameter_name,Hindlimb digit - size
