parameter_id,IMPC_ECH_008_001
gene_symbol,Ahcy
parameter_name,LVIDd
mouse_life_stage,E9.5
pvalue,0.6745031
analysis_id,8dl93qtvdl6k96y
gene_accession_id,MGI:87968
mouse_strain,C57BL
