gene_symbol,AU040320
pvalue,0.5428115
gene_accession_id,MGI:2140475
analysis_id,4b5rw442ch082i1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Activity (body position)
parameter_id,IMPC_CSD_029_001
