parameter_name,BMC/Body weight
mouse_strain,C57BL
gene_symbol,Rufy4
analysis_id,9q1mp8k1lz0935t
pvalue,0.8568786
parameter_id,JAXLA_DXA_007_001
gene_accession_id,MGI:3588214
mouse_life_stage,Early adult
