parameter_id,IMPC_CSD_016_001
pvalue,0.5321
mouse_strain,C57BL
parameter_name,Coat - hair texture / appearance - abdomen
gene_accession_id,MGI:1924360
mouse_life_stage,Early adult
analysis_id,mr72l0046465rz4
gene_symbol,Gpbp1l1
