gene_symbol,Zmynd8
parameter_id,IMPC_CBC_018_001
analysis_id,gxmbuo2b18jr0n5
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.8796131
gene_accession_id,MGI:1918025
parameter_name,Glucose
