parameter_id,IMPC_OFD_016_001
gene_symbol,Tubb4b
pvalue,0.3450268
mouse_life_stage,Early adult
gene_accession_id,MGI:1915472
parameter_name,Center permanence time
analysis_id,15a523p1201j4ei
mouse_strain,C57BL
