gene_symbol,Slc45a3
mouse_strain,C57BL
analysis_id,5n4h4232v94un8g
pvalue,0.7815294
parameter_name,% Freezing duration pre-cue-2
parameter_id,ICS_FEA_019_001
gene_accession_id,MGI:1922082
mouse_life_stage,Early adult
