mouse_strain,129SV
parameter_name,Effector CD8+ T cells - % of CD8+
gene_accession_id,MGI:2385884
parameter_id,MGP_IMM_014_001
analysis_id,0me2oa9muev7ep8
mouse_life_stage,Early adult
gene_symbol,Ddx27
pvalue,0.3480863
