mouse_strain,C57BL
analysis_id,ogk3654634764ul
parameter_name,Center permanence time
gene_accession_id,MGI:2140475
parameter_id,JAX_OFD_016_001
pvalue,0.09006435
gene_symbol,AU040320
mouse_life_stage,Middle aged adult
