parameter_id,IMPC_GRS_009_001
parameter_name,Forelimb and hindlimb grip strength measurement mean
gene_symbol,Mms22l
mouse_strain,C57BL
analysis_id,5nk820l8g7uu389
gene_accession_id,MGI:2684980
pvalue,0.4058541
mouse_life_stage,Early adult
