parameter_id,IMPC_CSD_051_002
gene_accession_id,MGI:1920638
gene_symbol,Bpifa3
pvalue,0.8050752
analysis_id,qc5i7y437ivgd3f
parameter_name,Hindlimb nail - number
mouse_life_stage,Early adult
mouse_strain,C57BL
