mouse_strain,129SV
parameter_id,IMPC_CSD_016_001
analysis_id,328h1vg701mm64j
gene_accession_id,MGI:1332236
parameter_name,Coat - hair texture / appearance - abdomen
gene_symbol,Cds2
mouse_life_stage,Early adult
pvalue,0.1320539
