mouse_life_stage,Late adult
gene_symbol,Secisbp2l
parameter_name,Number of rears - total
gene_accession_id,MGI:1917604
pvalue,0.7574672
analysis_id,336d33r8hp51vko
parameter_id,IMPC_OFD_021_001
mouse_strain,C57BL
