gene_symbol,Nipal3
gene_accession_id,MGI:1921802
parameter_id,IMPC_GRS_009_001
mouse_life_stage,Early adult
analysis_id,o9u2uf56r123642
pvalue,0.8397226
parameter_name,Forelimb and hindlimb grip strength measurement mean
Mouse_strain,129SV
