gene_symbol,Snap23
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_name,HRV
gene_accession_id,MGI:109356
pvalue,0.5893585
analysis_id,301945k166nps1s
parameter_id,IMPC_ECG_010_001
