mouse_strain,129SV
pvalue,0.4799183
parameter_name,Effector gd T cells - % of gd T cells
gene_accession_id,MGI:2684980
mouse_life_stage,Early adult
gene_symbol,Mms22l
parameter_id,MGP_IMM_020_001
analysis_id,y4v6z9y9pfs0oux
