gene_symbol,Bmi1
analysis_id,0vgkx3nd20ws49m
parameter_name,Fat/Body weight
gene_accession_id,MGI:88174
parameter_id,JAXLA_DXA_009_001
pvalue,0.750075
mouse_strain,C57BL
mouse_life_stage,Early adult
