gene_symbol,Secisbp2l
parameter_id,MGP_IMM_100_001
gene_accession_id,MGI:1917604
analysis_id,q3k71ef1574w797
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
pvalue,0.5072952
parameter_name,Resting NK cells - % of CD45+
