gene_symbol,Zfp683
gene_accession_id,MGI:3650254
parameter_name,Blood Vessel Morphology
parameter_id,IMPC_GEO_011_001
mouse_life_stage,Early adult
analysis_id,5o5b0n1tq7hkh60
pvalue,0.179595
mouse_strain,C57BL
