parameter_id,IMPC_CSD_029_001
analysis_id,90xj42rd2nl9x14
gene_symbol,Secisbp2l
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Activity (body position)
pvalue,0.8437585
gene_accession_id,MGI:1917604
