parameter_id,M-G-P_016_001_005
analysis_id,0592fsa72gea1l8
mouse_life_stage,Early adult
gene_symbol,Sdcbp2
pvalue,0.4185853
parameter_name,Mean-cell-volume
gene_accession_id,MGI:2385156
mouse_strain,C57BL
