gene_symbol,Ddx27
mouse_life_stage,Early adult
parameter_name,Hindlimbs - size
mouse_strain,C57BL
gene_accession_id,MGI:2385884
analysis_id,2agn0uo60774z53
pvalue,0.7264372
parameter_id,JAXLA_CSD_022_001
