parameter_id,IMPC_XRY_018_001
analysis_id,9a68hln60j13jnf
gene_accession_id,MGI:1332236
gene_symbol,Cds2
parameter_name,Shape of vertebrae
pvalue,0.6748882
mouse_strain,C57BL
mouse_life_stage,Early adult
