parameter_id,IMPC_IMM_055_001
gene_symbol,Tnni1
gene_accession_id,MGI:105073
parameter_name,NK Subsets (Q2)
pvalue,0.7140106
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,173tgp5a882i3zd
