mouse_strain,129SV
parameter_id,MGP_CSD_066_001
gene_accession_id,MGI:2385884
analysis_id,981yo8l9zg74nic
pvalue,0.7411903
mouse_life_stage,Early adult
gene_symbol,Ddx27
parameter_name,Snout morphology
