gene_symbol,Mapkap1
gene_accession_id,MGI:2444554
mouse_strain,C57BL
parameter_id,MGP_PBI_038_001
parameter_name,Ly6Clow monocyte number
analysis_id,hnu715655y1fl90
pvalue,0.2194341
mouse_life_stage,E15.5
