parameter_id,MGP_CSD_067_001
gene_symbol,Col6a3
gene_accession_id,MGI:88461
parameter_name,Snout size
mouse_life_stage,Early adult
pvalue,0.7545244
mouse_strain,C57BL
analysis_id,094l0565y81226r
