gene_symbol,Sass6
mouse_life_stage,E12.5
analysis_id,8au4x3702578cir
parameter_name,KLRG1+ mature NK cell percentage
pvalue,0.7444008
parameter_id,MGP_PBI_011_001
gene_accession_id,MGI:1920026
mouse_strain,C57BL
