gene_symbol,Hspa5
parameter_name,Conditioning Baseline % Freezing Time
mouse_strain,C57BL
analysis_id,d9fys382999c666
parameter_id,IMPC_FEA_003_001
pvalue,0.5258067
gene_accession_id,MGI:95835
mouse_life_stage,Early adult
