gene_symbol,Eprs1
parameter_id,IMPC_IMM_004_001
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_name,NKT cells (panel A)
pvalue,0.8545235
gene_accession_id,MGI:97838
analysis_id,h099z575k748167
