gene_symbol,Tiprl
pvalue,0.7497942
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,IMPC_IPG_010_001
parameter_name,Fasted blood glucose concentration
analysis_id,p1gv7i825waqs1s
gene_accession_id,MGI:1915087
