mouse_strain,C57BL
gene_accession_id,MGI:1336200
pvalue,0.7069538
analysis_id,865s18yag9t4dx6
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell number
gene_symbol,Hpca
parameter_id,MGP_PBI_030_001
mouse_life_stage,Early adult
