parameter_id,IMPC_OFD_010_001
pvalue,0.6776819
parameter_name,Periphery distance travelled
analysis_id,kxla6w564v5aa54
mouse_strain,C57BL
gene_accession_id,MGI:1914583
gene_symbol,Stk35
mouse_life_stage,Early adult
