gene_symbol,Nucks1
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1934811
parameter_id,JAXLA_GRS_011_001
analysis_id,pp81f6e00le6sv1
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
pvalue,0.260977
