gene_symbol,Cds2
parameter_name,Urea (Blood Urea Nitrogen - BUN)
gene_accession_id,MGI:1332236
parameter_id,IMPC_CBC_004_001
pvalue,0.07700818
mouse_life_stage,Early adult
mouse_strain,129SV
analysis_id,y2v14rk6xh81nt7
