parameter_id,MGP_PBI_033_001
analysis_id,q8qg54tq425225j
gene_symbol,Ddx27
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.240607
gene_accession_id,MGI:2385884
parameter_name,CD8+ KLRG1+ alpha beta T cell number
