gene_symbol,Mapkap1
parameter_id,ESLIM_008_001_001
parameter_name,Body position
mouse_strain,C57BL
pvalue,0.8861745
gene_accession_id,MGI:2444554
mouse_life_stage,E12.5
analysis_id,dcl4k20g411lr07
