parameter_id,MGP_CSD_067_001
mouse_life_stage,E18.5
gene_accession_id,MGI:1914561
analysis_id,t46gpcv8w6m9411
parameter_name,Snout size
gene_symbol,Nanp
mouse_strain,C57BL
pvalue,0.1396296
