parameter_name,Fat/Body weight
mouse_life_stage,Early adult
gene_symbol,Dmap1
gene_accession_id,MGI:1913483
mouse_strain,C57BL
parameter_id,JAXLA_DXA_009_001
analysis_id,8h1pa729izakl48
pvalue,0.1653445
