mouse_strain,C57BL
gene_accession_id,MGI:2139447
gene_symbol,Galnt13
pvalue,0.2105208
analysis_id,6qza82123h0c2bm
parameter_id,IMPC_IMM_006_001
parameter_name,Others
mouse_life_stage,Late adult
