gene_symbol,Bmi1
analysis_id,awk1bax54l4c08e
parameter_id,ESLIM_021_001_005
parameter_name,HDL-cholesterol
gene_accession_id,MGI:88174
mouse_life_stage,E15.5
pvalue,0.9385096
mouse_strain,C57BL
