gene_symbol,Nucks1
parameter_id,IMPC_CSD_047_001
gene_accession_id,MGI:1934811
analysis_id,s5ca0q5333it6b7
mouse_life_stage,Late adult
pvalue,0.1730448
mouse_strain,C57BL
parameter_name,Hindlimb digit - size
