gene_symbol,Hspa5
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_name,B2B Cells
gene_accession_id,MGI:95835
analysis_id,c16ys4i65lvz827
pvalue,0.5157619
parameter_id,IMPC_IMM_065_001
