gene_symbol,Frmpd1
pvalue,0.8205806
parameter_id,IMPC_CBC_014_001
parameter_name,Alkaline phosphatase
mouse_strain,C57BL
gene_accession_id,MGI:2446274
mouse_life_stage,Middle aged adult
analysis_id,5yww817n9919d8e
