gene_symbol,Dmap1
mouse_strain,C57BL
gene_accession_id,MGI:1913483
mouse_life_stage,E9.5
parameter_id,MGP_PBI_027_001
analysis_id,8jb61c35y1c5r6u
parameter_name,NK cell number
pvalue,0.9088746
