gene_symbol,Cntfr
mouse_life_stage,Early adult
parameter_id,JAXLA_CSD_077_001
parameter_name,Contact righting
pvalue,0.3989826
gene_accession_id,MGI:99605
analysis_id,tfoc7v13k3w56vm
mouse_strain,129SV
